Title,Full_Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities,City,Address
"Under Construction Bungalow : House For Sale In Budhanilkantha, Kathmandu","['Deuba Chowk', ' Budhanilkantha', ' Kathmandu', ' Budhanilkantha', ' Kathmandu']","NPR. 5,70,00,000 Total price",4,4,3.0,2,South West,,1.6K,0-7-0-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,1 year ago,[], Kathmandu, Budhanilkantha
"SOLD OUT: Single Family Bungalow : House For Sale In Minbhawan, Kathmandu","['Aloknagar', ' Minbhawan', ' Kathmandu', ' Nepal', ' Minbhawan', ' Kathmandu']","NPR. 3,90,00,000 Total price",4,4,3.0,1,South West,2068.0,20.8K,0-5-0-0 Aana,13 Feet / Blacktopped,2300 Aana,1 year ago,[], Kathmandu, Minbhawan
"House For Sale In Bohoratar, Kathmandu","['Balaju', ' Bohoratar', ' Kathmandu']","NPR. 4,85,00,000 Onwards",4,4,2.0,6,West,2076.0,1.3K,10 Aana,13 Feet / Blacktopped,2700 Sq. Feet,1 year ago,"['Lawn', 'Drainage', 'Garage', 'Parking', 'Balcony', 'Deck', 'Water Supply', 'Garden', 'CCTV', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Well', 'Water Tank', 'Internet', 'Security Staff']", Kathmandu, Bohoratar
"House For Sale In Sitapaila, Kathmandu","['Sitapaila Ramkot', ' Sitapaila', ' Kathmandu']","NPR. 1,85,00,000",3,3,2.0,1,South,2077.0,1.8K,3-3-3 Aana,10 Feet / Paved,1500 Aana,1 year ago,"['TV Cable', 'Wifi', 'Water Supply', 'Water Tank', 'Internet', 'Parking']", Kathmandu, Sitapaila
"House Sale At Taukhel, Godawari : House For Sale In Godawari, Lalitpur","['Taukhel', ' Godawari', ' Lalitpur']","NPR. 2,10,00,000 Onwards",6,3,2.0,2,South East,,2.1K,0-4-2-0 Aana,18 Feet,N/A Aana,1 year ago,"['Drainage', 'Parking', 'Water Supply', 'TV Cable', 'Electricity Backup', 'Water Tank', 'Solar Water']", Lalitpur, Godawari
"Affordable House On Sale In Jharuwarashi : House For Sale In Jharuwarashi, Lalitpur","['Jharuwarashi chapagaon', ' Jharuwarashi', ' Lalitpur']","NPR. 1,30,00,000 Onwards",3,2,3.0,0,East,2068.0,840,0-4-3-1 Aana,12 Feet / Blacktopped,0-1-2-0 Aana,1 year ago,"['Lawn', 'Balcony', 'Water Supply', 'Parking', 'Water Tank', 'Wifi']", Lalitpur, Jharuwarashi
"Under Construction Residential House : House For Sale In Imadol, Lalitpur","['Ochu Height', ' Imadol', ' Imadol', ' Lalitpur']","NPR. 2,05,00,000 Onwards",4,3,3.0,1,North East,2078.0,1.5K,0-2-2-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,1 year ago,[], Lalitpur, Imadol
"Attractive House : House For Sale In Imadol, Lalitpur","['Buddha Colony', ' Buddha Party Palace', ' Imadol', ' Imadol', ' Lalitpur']","NPR. 2,60,00,000 Total price",4,4,3.0,1,East,2078.0,5.4K,0-3-2-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,1 year ago,[], Lalitpur, Imadol
"House For Sale In Balambu, Kathmandu","['Balambu marga', ' Balambu', ' Kathmandu']",NPR. 170 Onwards,6,3,3.0,1,East,2077.0,891,0-3-0-0 Aana,16 Feet / Gravelled,1959 Sq. Feet,1 year ago,"['Drainage', 'Garage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'TV Cable', 'Wifi', 'Water Well', 'Water Tank', 'Internet']", Kathmandu, Balambu
"House For Sale In Gokarneshwor, Kathmandu","['Gokarna', ' Gokarneshwor', ' Kathmandu']","NPR. 2,60,00,000 Onwards",11,3,3.0,2,South East,2076.0,1K,0-5-0-0 Aana,12 Feet / Gravelled,N/A Aana,1 year ago,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']", Kathmandu, Gokarneshwor
"House For Sale In Koteshwor, Kathmandu","['Sahayoginagar', ' Koteshwor', ' Kathmandu']","NPR. 2,95,00,000 Onwards",0,0,,0,East,,1.3K,0-3-1-2 Aana,26 Feet / Blacktopped,N/A Aana,1 year ago,"['Balcony', 'Wifi', 'Drainage', 'Water Tank', 'Store Room']", Kathmandu, Koteshwor
"Cozy Family House At Banasthali Height : House For Sale In Balaju, Kathmandu","['Boharatar', ' Balaju Heights', ' Balaju', ' Kathmandu']","NPR. 2,60,00,000 Onwards",4,3,2.0,3,East,,1.8K,4.5 Aana,13 Feet,3.5 Aana,1 year ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'Store Room']", Kathmandu, Balaju
"Residential House : House For Sale In Imadol, Lalitpur","['Buddha Colony', ' Buddha Party Palace', ' Imadol', ' Imadol', ' Lalitpur']","NPR. 2,25,00,000 TOTAL PRICE",4,4,3.0,1,South,2078.0,1.8K,0-3-2-0 Aana,13 Feet / Gravelled,N/A Sq. Feet,1 year ago,[], Lalitpur, Imadol
"Residential House At Budhanilkantha Housing : House For Sale In Budhanilkantha, Kathmandu","['Rudreshwor Chowk', ' Budhanilkantha', ' Kathmandu', ' Budhanilkantha', ' Kathmandu']","NPR. 4,50,00,000 TOTAL PRICE",4,4,3.0,1,South,2078.0,2.3K,0-8-0-0 Aana,20 Feet / Concrete,N/A Sq. Feet,1 year ago,[], Kathmandu, Budhanilkantha
"Residential Bungalow : House For Sale In Budhanilkantha, Kathmandu","['Deuba Chowk', ' Budhanilkantha', ' Kathmandu', ' Budhanilkantha', ' Kathmandu']","NPR. 7,50,00,000 Per Aana",5,5,3.0,3,East,2075.0,1.8K,0-7-0-0 Aana,22 Feet / Blacktopped,N/A Aana,1 year ago,[], Kathmandu, Budhanilkantha
"Bungalow : House For Sale In Budhanilkantha, Kathmandu","['Bishnumati', ' Budhanilkantha', ' Kathmandu', ' Budhanilkantha', ' Kathmandu']","NPR. 5,50,00,000 TOTAL PRICE",4,5,3.0,2,North,,5.2K,0-9-0-0 Aana,18 Feet / Concrete,2500 Aana,1 year ago,[], Kathmandu, Budhanilkantha
"Residential Attractive Bungalow : House For Sale In Dahachowk, Khahare, Kathmandu","['Dahachowk', ' Khahare', ' Naikap', ' Kathmandu', ' Dahachowk', ' khahare', ' Kathmandu']","NPR. 2,70,00,000 Total Price",6,6,3.0,2,North West,2078.0,2.5K,0-5-1-0 Aana,14 Feet / Gravelled,N/A Aana,1 year ago,[], Kathmandu, khahare
"House For Sale In Guheshwori, Kathmandu","['Near kathmandu intl school', ' Guheshwori', ' Kathmandu']","NPR. 1,55,00,000 Onwards",0,0,3.0,0,East,,1.1K,3 Aana,10 Feet / Blacktopped,N/A Aana,1 year ago,"['Microwave', 'Wifi', 'Water Tank', 'Water Well', 'Parking', 'Store Room']", Kathmandu, Guheshwori
"Brand New House For Sale In Lalitpur Nakhipot, Kantipur Colony. Banking Facility Available. : House For Sale In Nakhipot, Lalitpur","['Nakhipot', ' Kantipur colony', ' Nakhipot', ' Lalitpur']","NPR. 2,85,00,000",5,5,3.0,5,South,,3.3K,0-4-0-0 Aana,22 Feet / Blacktopped,1300 Aana,1 year ago,"['Lawn', 'Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Kids Playground', 'Parking']", Lalitpur, Nakhipot
"House For Sale In Kadaghari, Kathmandu","['Gothatar', ' kadaghari', ' kageshwori manohara', ' Kadaghari', ' Kathmandu']","NPR. 1,30,00,000 Onwards",6,2,2.0,0,West,2062.0,1.8K,0-2-5-0 Aana,8 Feet / Paved,0-2-4-0 Aana,1 year ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'TV Cable']", Kathmandu, Kadaghari
"Residential Bungalow : House For Sale In Rudreshwor Chowk, Budhanilkantha, Kathmandu","['Rudreshwor Chowk', ' Budhanilkantha', ' Kathmandu', ' Rudreshwor Chowk', ' Budhanilkantha', ' Kathmandu']","NPR. 3,50,00,000 Total price",4,3,3.0,1,North,2078.0,1.6K,0-4-0-0 Aana,14 Feet / Gravelled,N/A Sq. Feet,1 year ago,[], Kathmandu, Budhanilkantha
"House For Sale In Balaju, Kathmandu","['Balaju Hight', ' Boharatar', ' Balaju', ' Kathmandu']","NPR. 4,85,00,000 Onwards",4,4,3.0,4,East,2076.0,904,10 Aana,14 Feet / Blacktopped,4 Aana,1 year ago,"['Parking', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'Solar Water', 'Water Tank', 'Water Well', 'Internet']", Kathmandu, Balaju
"Baniyatar Ma Full Furnished House On Sell : House For Sale In Baniyatar, Kathmandu","['Height', ' Baniyatar', ' Kathmandu']","NPR. 2,50,00,000",7,5,3.0,1,South,2020.0,863,5 Aana,11 Feet / Paved,N/A Aana,1 year ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Tank', 'Fencing']", Kathmandu, Baniyatar
"Bhudanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Bhudanilkantha', ' Budhanilkantha', ' Kathmandu']","NPR. 4,20,00,000 Onwards",0,3,,3,South East,,994,8 0 0 Aana,20 Feet / Blacktopped,8 Aana,1 year ago,"['Lawn', 'Parking']", Kathmandu, Budhanilkantha
"House For Sale In Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Budhanilkantha', ' Budhanilkantha', ' Kathmandu']","NPR. 5,50,00,000",4,4,2.0,1,North East,,717,0-8-2--0 Aana,13 Feet / Soil Stabilized,N/A Aana,1 year ago,"['Lawn', 'Parking', 'Balcony']", Kathmandu, Budhanilkantha
"House For Sale In Dhapakhel, Lalitpur","['Hattiban', ' Dhapakhel', ' Lalitpur']","NPR. 1,80,00,000",0,0,2.0,1,South East,2070.0,1.7K,3 Aana,12 Feet / Blacktopped,N/A Sq. Feet,1 year ago,"['Balcony', 'Parking', 'Water Tank', 'Wifi', 'Water Well', 'Fencing']", Lalitpur, Dhapakhel
"House For Sale In Thaiba, Lalitpur","['Damaitar way', ' Thaiba', ' Lalitpur']","NPR. 2,70,00,000",15,7,2.0,1,West,2068.0,755,0-12-0-0 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,"['Balcony', 'Garden', 'Water Supply', 'Water Tank', 'Water Well', 'Kids Playground', 'Parking', 'Store Room']", Lalitpur, Thaiba
"House For Sale In Syuchatar, Kathmandu","['kalanki', ' Syuchatar', ' Kathmandu']","NPR. 2,65,00,000 N/A",7,0,,2,North,2077.0,753,4.75 Aana,13 Feet / Blacktopped,N/A Sq. Feet,1 year ago,"['Drainage', 'Garage', 'Parking', 'Air Condition', 'Balcony', 'Deck', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Well', 'Water Tank', 'Internet']", Kathmandu, Syuchatar
"House For Sale In Syuchatar, Kathmandu","['Kalanki', ' Syuchatar', ' Kathmandu']","NPR. 2,48,00,000 N/A",5,4,3.0,1,South,,813,3 Aana,13 Feet / Gravelled,N/A Sq. Feet,1 year ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'TV Cable', 'Wifi', 'Solar Water', 'Water Tank', 'Internet', 'Water Well']", Kathmandu, Syuchatar
"5BHK Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Budhanilkantha-2', ' Budhanilkantha', ' Kathmandu']","NPR. 3,75,00,000",0,3,3.0,2,South,2021.0,582,5.5 Aana,15 Feet / Paved,4600 Sq. Feet,1 year ago,"['Lawn', 'Garage', 'Parking', 'Balcony', 'Deck', 'Fencing', 'Garden', 'Modular Kitchen', 'Water Tank', 'Store Room']", Kathmandu, Budhanilkantha
"Beautiful Residential Bungalow : House For Sale In Baluwatar, Kathmandu","['Banasthali banlo house sale', ' Baluwatar', ' Kathmandu']","NPR. 7,00,00,000 Total price",0,0,,0,South,,2.1K,0-9-2-0 Aana,18 Feet / Gravelled,N/A Aana,1 year ago,"['Garden', 'Solar Water', 'CCTV']", Kathmandu, Baluwatar
"House For Sale In Pepsicola, Kathmandu","['Pepsicola townplanning', ' Pepsicola', ' Kathmandu']","NPR. 8,60,00,000 Onwards",0,6,5.0,6,South West,2077.0,1.8K,7.2 Aana,8 Meter / Paved,N/A Sq. Feet,1 year ago,"['Parking', 'Security Staff', 'Store Room', 'Water Tank', 'Solar Water', 'Water Supply', 'Drainage', 'Garage', 'Balcony']", Kathmandu, Pepsicola
"House For Sale In Chandragiri, Kathmandu","['Chandragiri-12', ' Balambu', ' Ktm.', ' Chandragiri', ' Kathmandu']",NPR. 170 Onwards,6,3,3.0,1,East,2077.0,1.1K,0-3-0-0 Aana,16 Feet / Gravelled,1959 Sq. Feet,1 year ago,"['Drainage', 'Garage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'Wifi', 'Water Well', 'Water Tank', 'Internet']", Kathmandu, Chandragiri
"2 Bedroom Good House For Sale In Budhanilkantha Kathmandu : House For Sale In Budhanilkantha, Kathmandu","['Chunikhel', ' 13 Budhanilkantha', ' Budhanilkantha', ' Kathmandu']","NPR. 1,60,00,000 Onwards",2,1,,1,North,,1.4K,0-3-1 Aana,13 Feet,750 Sq. Feet,1 year ago,"['Lawn', 'Garage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'Water Tank']", Kathmandu, Budhanilkantha
"House Sell In Goldhunga. : House For Sale In Goldhunga, Kathmandu","['50M away from Trisuli High way', ' Goldhunga', ' Kathmandu']","NPR. 1,78,00,000",9,3,3.0,1,East,2077.0,1.3K,0-3-2-0 Aana,13 Feet / Blacktopped,0-3-1-0 Aana,1 year ago,"['Garage', 'Balcony', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking']", Kathmandu, Goldhunga
"House For Sale In Swayambhu, Kathmandu","['Syano Bharyang', ' Swayambhu', ' Kathmandu']","NPR. 5,00,00,000 Onwards",5,3,2.0,1,South,2077.0,1.2K,6 Aana,13 Feet / Gravelled,2000 Sq. Feet,1 year ago,"['Drainage', 'Balcony', 'Air Condition', 'Water Supply', 'Parking', 'Modular Kitchen', 'Store Room']", Kathmandu, Swayambhu
"Residential Cum Commercial House : House For Sale In Basantapur, Kathmandu","['Thanabahal', ' Chikanmugal-23', ' Basantapur', ' Kathmandu', ' Nepal', ' Basantapur', ' Kathmandu']","NPR. 2,25,00,000 Total price",3,4,6.0,1,South East,2078.0,18.9K,0-1-0-0 Aana,10 Feet / Paved,2300 Aana,1 year ago,[], Kathmandu, Basantapur
"Residential Bungalow : House For Sale In Sirutar, Bhaktapur","['Sirutar Futsal', ' Sirutar', ' Balkot', ' Bhaktapur', ' Sirutar', ' Bhaktapur']","NPR. 2,60,00,000 Total price",3,3,2.0,2,South West,2075.0,9.4K,0-5-0-0 Aana,13 Feet / Paved,2300 Sq. Feet,1 year ago,[], Bhaktapur, Sirutar
"House For Sale At Panipokhari Heights, Panipokhari, Lazimpat, Katmandu : House For Sale In Panipokhari, Kathmandu","['Panipokhari Heights', ' Panipokhari', ' Kathmandu']","NPR. 7,00,00,000",4,0,,0,North,,1.1K,4anna 3.77 dam Aana,0 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Panipokhari
"Lockdown Offer House For Sale At Low Priced Rate : House For Sale In Baniyatar, Kathmandu","['Garigaun', ' Baniyatar', ' Kathmandu']","NPR. 3,50,00,000 Onwards",0,0,3.0,1,East,2006.0,964,4.5 Aana,20 Feet / Blacktopped,4.5 Aana,1 year ago,[], Kathmandu, Baniyatar
"House For Sale In Boudha, Mahankal : House For Sale In Boudha, Kathmandu","['27.722922886517', ' Boudha', ' Kathmandu']","NPR. 4,50,00,000 Onwards",0,2,,1,East,,1.3K,6.5 Aana,0 Feet,N/A Aana,1 year ago,"['Parking', 'Garden', 'Water Tank', 'Store Room', 'Water Supply']", Kathmandu, Boudha
"House For Sale In Gongabu, Kathmandu","['Gongabu', ' Gongabu', ' Kathmandu']","NPR. 9,00,00,000",0,0,,0,East,,957,1-4-3-0 Aana,12 Feet / Blacktopped,0-4-0 Aana,1 year ago,"['Solar Water', 'Wifi', 'Water Supply', 'Parking', 'Balcony', 'Garden', 'Fencing', 'Washing Machine', 'TV Cable', 'Water Well', 'Water Tank', 'Electricity Backup', 'Internet']", Kathmandu, Gongabu
"Private : House For Sale In Koteshwor, Kathmandu","['Suryakot', ' krishna gali', ' Koteshwor', ' Kathmandu']","NPR. 2,50,00,000 Onwards",0,4,4.0,0,East,,1.7K,4.2 Aana,13 Feet / Paved,4 Aana,1 year ago,"['Balcony', 'Water Supply', 'Drainage']", Kathmandu, Koteshwor
"House : House For Sale In Satungal, Kathmandu","['Satungal', ' Satungal', ' Kathmandu']","NPR. 1,89,00,000",0,0,,0,West,,1.9K,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Satungal
"House : House For Sale In Jorpati, Kathmandu","['Jorpati', ' Jorpati', ' Kathmandu']","NPR. 1,65,00,000",0,0,,0,East,,2.5K,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Jorpati
"House : House For Sale In Dhumbarahi, Kathmandu","['Dhumbarahi', ' Dhumbarahi', ' Kathmandu']","NPR. 5,17,00,000",0,0,,0,East,,1.5K,0-7-1-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Dhumbarahi
"House : House For Sale In Gothatar, Kathmandu","['Gothatar', ' Gothatar', ' Kathmandu']","NPR. 1,90,00,000",0,0,,0,East,,2.1K,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Gothatar
"House : House For Sale In Matatirtha, Kathmandu","['Matatirtha', ' Matatirtha', ' Kathmandu']","NPR. 1,35,00,000",0,0,,0,East,,1.2K,0-3-0-0 Aana,22 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Matatirtha
"Residential : House For Sale In Kapan, Kathmandu","['Gurung Tole', ' Payautar Road', ' Kapan', ' Budhanilkantha', ' Kathmandu', ' Kapan', ' Kathmandu']","NPR. 2,95,00,000 Total price",7,3,3.0,2,South,2078.0,7.1K,0-5-0-1 Aana,13 Feet / Gravelled,2600 Sq. Feet,1 year ago,"['Lawn', 'Garage', 'Balcony', 'Deck', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking', 'Store Room']", Kathmandu, Kapan
"House : House For Sale In Makalbari, Kathmandu","['Makalbari', ' Makalbari', ' Kathmandu']","NPR. 95,00,000",0,0,,0,East,,2.2K,0-3-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Makalbari
"House For Sale In Nakhipot, Lalitpur","['Nakhipot', ' Nakhipot', ' Lalitpur']","NPR. 6,50,00,000 N/A",5,5,,2,East,,2.4K,8 Aana,0 Feet / Gravelled,N/A Sq. Feet,1 year ago,"['Water Tank', 'Internet', 'Wifi', 'Parking', 'TV Cable', 'Garden']", Lalitpur, Nakhipot
"House : House For Sale In Kalanki, Kathmandu","['Kalanki', ' Kalanki', ' Kathmandu']","NPR. 2,85,00,000",0,0,,0,East,,969,0-4-2-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Kalanki
"House : House For Sale In Kadaghari, Kathmandu","['Kadaghari', ' Kadaghari', ' Kathmandu']","NPR. 2,35,00,000",0,0,,0,East,,1.7K,0-4-0-0 Aana,20 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Kadaghari
"House : House For Sale In Gothatar, Kathmandu","['Gothatar', ' Gothatar', ' Kathmandu']","NPR. 1,80,00,000",0,0,,0,West,,1.5K,0-3-0-0 Aana,14 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Gothatar
"Residential House : House For Sale In Budhanilkantha, Kathmandu","['New Colony', ' Ganesh Chowk', ' Budhanilkantha', ' Kathmandu', ' Budhanilkantha', ' Kathmandu']","NPR. 3,75,00,000 Total price",6,5,3.0,2,North,2078.0,2.6K,0-4-0-0 Aana,13 Feet / Gravelled,2400 Sq. Feet,1 year ago,[], Kathmandu, Budhanilkantha
"Newly Built 2.5 Storey House : House For Sale In Budhanilkantha, Kathmandu","['New Colony', ' Ganesh Chowk', ' Budhanilkantha', ' Kathmandu', ' Budhanilkantha', ' Kathmandu']","NPR. 3,35,00,000 Total price",6,5,3.0,2,North,2078.0,3.1K,0-4-0-0 Aana,13 Feet / Gravelled,2300 Sq. Feet,1 year ago,[], Kathmandu, Budhanilkantha
"Residential : House For Sale In Bansbari, Kathmandu","['Kumari Marg', ' Bansbari', ' Kathmandu', ' Bansbari', ' Kathmandu']","NPR. 68,00,000 Per Aana",4,4,3.0,1,North East,2048.0,4.3K,0-12-0-0 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,[], Kathmandu, Bansbari
"House : House For Sale In Tikathali, Lalitpur","['Tikathali', ' Tikathali', ' Lalitpur']","NPR. 1,45,00,000",0,0,,0,East,,1.3K,0-3-3-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[], Lalitpur, Tikathali
"House : House For Sale In Shantinagar, Kathmandu","['Shantinagar', ' Shantinagar', ' Kathmandu']","NPR. 3,90,00,000",0,0,,0,East,,1.2K,0-6-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Shantinagar
"House : House For Sale In Balkot, Bhaktapur","['Balkot', ' Balkot', ' Bhaktapur']","NPR. 2,15,00,000",0,0,,0,East,,1.5K,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[], Bhaktapur, Balkot
"House : House For Sale In Baluwatar, Kathmandu","['Tudaldevi', ' Baluwatar', ' Kathmandu']","NPR. 3,90,00,000",0,0,,0,North East,,1.9K,0-5-2-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Baluwatar
"House : House For Sale In Pepsicola, Kathmandu","['Pepsicola', ' Pepsicola', ' Kathmandu']","NPR. 1,65,00,000",0,0,,0,West,,2K,0-2-2-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Pepsicola
"House : House For Sale In Dharmasthali, Kathmandu","['Lolang Height', ' Dharmasthali', ' Kathmandu']","NPR. 1,55,00,000",0,0,,0,West,,1.3K,0-4-1-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Dharmasthali
"House : House For Sale In Balambu, Kathmandu","['Balambu', ' Balambu', ' Kathmandu']","NPR. 1,05,00,000",0,0,,0,West,,1.3K,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Balambu
"Residential House : House For Sale In Gothatar, Kathmandu","['Dotel Dairy', ' Gothatar', ' Gothatar', ' Kathmandu']","NPR. 1,58,00,000 Total price",2,1,2.0,1,East,2073.0,6K,0-3-1-0 Aana,13 Feet / Blacktopped,730 Aana,1 year ago,[], Kathmandu, Gothatar
"House : House For Sale In Makalbari, Kathmandu","['Makalbari', ' Makalbari', ' Kathmandu']","NPR. 1,25,00,000",0,0,,0,South,,1.1K,0-3-0-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Makalbari
"House : House For Sale In Kadaghari, Kathmandu","['Kadaghari', ' Kadaghari', ' Kathmandu']","NPR. 2,35,00,000",0,0,,0,South,,896,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Kadaghari
"House : House For Sale In Mulpani, Kathmandu","['Mulpani', ' Mulpani', ' Kathmandu']","NPR. 95,00,000",0,0,,0,North,,1.1K,0-2-2-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Mulpani
"House : House For Sale In Naikap, Kathmandu","['Naikap', ' Naikap', ' Kathmandu']","NPR. 2,10,00,000",0,0,,0,East,,2K,0-3-1-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Naikap
"House : House For Sale In Bhaktapur, Bhaktapur","['Katunje', ' Bhaktapur', ' Bhaktapur']","NPR. 1,10,00,000",0,0,,0,East,,883,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,1 year ago,[], Bhaktapur, Bhaktapur
"Land : House For Sale In Thali, Kathmandu","['Thali', ' Thali', ' Kathmandu']","NPR. 1,30,00,000",0,0,,0,West,,1.2K,0-4-0-0 Aana,0 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Thali
"COLONY House : House For Sale In Baluwatar, Kathmandu","['Baluwatar Area', ' Baluwatar', ' Kathmandu']","NPR. 6,50,00,000 Total price",5,5,3.0,2,West,,2.2K,0-6-2-0 Aana,20 Feet / Paved,N/A Sq. Feet,1 year ago,[], Kathmandu, Baluwatar
"Residential House : House For Sale In Baluwatar, Kathmandu","['Baluwatar Area', ' Baluwatar', ' Kathmandu']","NPR. 5,60,00,000 Total price",4,4,3.0,2,North,,1.3K,0-8-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,1 year ago,[], Kathmandu, Baluwatar
"House : House For Sale In Balkot, Bhaktapur","['Balkot', ' Balkot', ' Bhaktapur']","NPR. 2,15,00,000",0,0,,0,West,,717,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[], Bhaktapur, Balkot
"House : House For Sale In Sudal, Bhaktapur","['Sudal-08', ' Sudal', ' Bhaktapur']","NPR. 92,00,000",0,0,,0,West,,746,0-3-2-0 Aana,12 Feet,N/A Sq. Feet,1 year ago,[], Bhaktapur, Sudal
"House : House For Sale In Chandol, Kathmandu","['Baluwatar', ' Chandol', ' Kathmandu']","NPR. 9,00,00,000",0,0,,0,East,,613,0-9-0-0 Aana,26 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Chandol
"House : House For Sale In Mulpani, Kathmandu","['Mulpani', ' Mulpani', ' Kathmandu']","NPR. 2,80,00,000",0,0,,0,East,,717,0-5-0-0 Aana,16 Feet,N/A Sq. Feet,1 year ago,[], Kathmandu, Mulpani
"House : House For Sale In Duwakot, Bhaktapur","['Duwakot', ' Duwakot', ' Bhaktapur']","NPR. 80,00,000",0,0,,0,South,,1.4K,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,1 year ago,[], Bhaktapur, Duwakot
"House For Sale At Thankot : House For Sale In Thankot, Kathmandu","['Thankot checkpost', ' Thankot', ' Kathmandu']","NPR. 1,55,00,000 Onwards",4,1,,3,East,,1.3K,4 Aana,11 Feet,4 Aana,1 year ago,"['Drainage', 'Water Supply', 'Parking']", Kathmandu, Thankot
